facility_id,no,name,facility_type,tenure_type,entry_requirement,insurance_designation,provider_no,address,phone,capacity,room_type,opened_on,tokurei_from,access,corporate_name,corp_zip,corp_address,notified_on,changed_on,remarks,is_jusho_chi_tokurei,ward,address_detail,capacity_num,source,source_date
107,107,大宮東ケアパークそよ風,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176513743,見沼区 南中野1117番3,048-681-5130,70,全室個室18.11m2,H27.3.1,H27.3.1,東武野田線 大和田駅 バス「蓮沼」下車徒歩10分,株式会社SOYOKAZE,1070062,東京都港区南青山2-12-14ユニマット青山ビル,H26.6.13,,,True,見沼区,南中野1117番3,70.0,さいたま市 有料老人ホーム一覧表,2025-07-01
108,108,ふるさとホーム岩槻,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176513859,岩槻区 本丸3丁目19番33,048-749-6100,39,全室個室18m2,H27.4.1,H27.4.1,東武野田線 岩槻駅 徒歩20分,株式会社ヴァティー,1050004,東京都港区西新橋1-15-4 銀線西新橋ビル8階,H26.5.26,,,True,岩槻区,本丸3丁目19番33,39.0,さいたま市 有料老人ホーム一覧表,2025-07-01
109,109,さわやかおおみや館,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514006,西区 内野本郷1082番1,048-788-2499,50,全室個室16.2m2,H27.5.1,H27.5.1,JR川越線 西大宮駅 徒歩15分,株式会社さわやか倶楽部,8020044,北九州市小倉北区熊本2丁目10番10号,H26.9.29,,,True,西区,内野本郷1082番1,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
110,110,みんなの家・大宮内野本郷,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514055,西区 内野本郷477番1,048‐620‐7811,54,全室個室13.21~13.51m2,H27.6.1,H27.6.1,JR高崎線 宮原駅西口東武バス「花の丘」若しくは「西大宮駅」行 「内野本郷」下車 徒歩4分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H26.7.11,,,True,西区,内野本郷477番1,54.0,さいたま市 有料老人ホーム一覧表,2025-07-01
111,111,みんなの家・与野公園,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514063,中央区 本町東5丁目6番5,048‐851‐2727,60,全室個室18.3m2,H27.6.1,H27.6.1,JR埼京線 北与野駅下車徒歩8分、与野本町下車徒歩14分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H26.6.11,,,True,中央区,本町東5丁目6番5,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
112,112,みんなの家・中浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514121,桜区 西堀6丁目9番1,048‐872‐3300,36,全室個室18m2,H27.7.1,H27.7.1,JR埼京線 中浦和駅 徒歩13分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H26.6.17,,,True,桜区,西堀6丁目9番1,36.0,さいたま市 有料老人ホーム一覧表,2025-07-01
113,113,ニチイホームさいたま新都心,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514113,大宮区 吉敷町4丁目255番1,048‐650‐0821,79,1~2人室18.33~36.66m2,H27.7.1,H27.7.1,JR京浜東北線 さいたま新都心駅下車 徒歩8分,株式会社ニチイケアパレス,1010062,東京都千代田区神田駿河台4-6,H26.8.6,,,True,大宮区,吉敷町4丁目255番1,79.0,さいたま市 有料老人ホーム一覧表,2025-07-01
114,114,ニチイホーム北浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514170,浦和区 大東2丁目3番11号,048‐813‐3181,66,1~2人室18.11~36.22m2,H27.8.1,H27.8.1,JR京浜東北線 北浦和駅バス6分,株式会社ニチイケアパレス,1010062,東京都千代田区神田駿河台4-6,H26.9.4,,,True,浦和区,大東2丁目3番11号,66.0,さいたま市 有料老人ホーム一覧表,2025-07-01
115,115,見沼ひばり館,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,見沼区 蓮沼1450番地,048-872-7557,62,1人室12.59m2,H27.8.17,H27.8.17,東武野田線 七里駅 東武バス「八木アンテナ停留所」徒歩4分,株式会社ケアプランニング,3300852,さいたま市北区日進町2-541-1,H27.7.21,,,True,見沼区,蓮沼1450番地,62.0,さいたま市 有料老人ホーム一覧表,2025-07-01
116,116,みんなの家・三橋4丁目,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514584,大宮区 三橋4丁目59番1,048-620-0120,60,全室個室18m2,H28.1.1,H28.1.1,JR大宮駅 西口バス停発「西高校」下車 徒歩5分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H26.10.27,,,True,大宮区,三橋4丁目59番1,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
117,117,コンフォータブル・プラス下大久保,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,桜区 下大久保10番地2,048-826-6039,40,全室個室7.56m2,H27.11.11,H27.11.11,JR南与野駅 北口バス停発「埼玉大学」下車 徒歩5分,株式会社ウェルハウス,3330831,埼玉県川口市木曽呂497番地12,H27.11.11,,,True,桜区,下大久保10番地2,40.0,さいたま市 有料老人ホーム一覧表,2025-07-01
118,118,あいらの杜埼玉与野,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176514915,中央区 円阿弥2丁目11-22,048-840-6781,50,全室個室18m2,H28.5.1,H28.5.1,JR北与野駅 国際興業バス 「円阿弥」下車 徒歩5分,株式会社はれコーポレーション,7000822,岡山市北区表町1丁目5番1号,H27.10.13,,,True,中央区,円阿弥2丁目11-22,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
119,119,浦和みその翔裕館,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 大字大門2574番,048-762-3965,20,全室個室12.89m2~13.04m2,H28.6.1,H28.6.1,埼玉高速鉄道「浦和美園」駅 西口より徒歩1分,株式会社サンガジャパン,3300854,さいたま市大宮区桜木町1-11-9 ニッセイ大宮桜木町ビル8階,R2.12.28(H28.5.13),,,True,緑区,大字大門2574番,20.0,さいたま市 有料老人ホーム一覧表,2025-07-01
120,120,,,,,,,南区 南本町2丁目11-14,,,,,,,,1040031,東京都中央区京橋一丁目6番1号,,,,True,南区,南本町2丁目11-14,,さいたま市 有料老人ホーム一覧表,2025-07-01
121,121,グランパル美園,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176519815,緑区 大崎1750-1,048-812-0056,36,全室個室17.35m2~18.16m2,H28.5.1,H28.5.1,埼玉高速鉄道 浦和美園駅西口より、国際航業バス(浦和駅東口行き) バイパス大崎バス停 徒歩3分,株式会社ウェルネス,3300854,さいたま市大宮区桜木町4-692-1 伊田グループビルIII301,H28.4.28,,,True,緑区,大崎1750-1,36.0,さいたま市 有料老人ホーム一覧表,2025-07-01
122,122,ガーデンテラス大宮公園,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,北区 盆栽町434-1,048-665-0088,42,全室個室15.26m2~32.64m2,H28.6.1,H28.6.1,JR東北本線(宇都宮線)土呂駅 徒歩10分東武アーバンパークライン大宮公園駅 徒歩10分,シマダリビングパートナーズ株式会社,1510053,東京都渋谷区代々木3-22-7新宿文化クイントビル14階,H28.5.13,,,True,北区,盆栽町434-1,42.0,さいたま市 有料老人ホーム一覧表,2025-07-01
123,123,サニープレイス,住宅型有料老人ホーム,利用権方式,入居時要支援・要介護,在宅サービス利用可,,岩槻区 古ヶ場571-15,048-627-3149,9,全室個室11.12m2~14.82m2,H28.9.1,H28.9.1,東武アーバンパークライン岩槻駅 朝日バス15分 観音入口停留所 徒歩8分,有限会社太陽,3460014,久喜市吉羽2-19-16,H28.8.8,,,True,岩槻区,古ヶ場571-15,9.0,さいたま市 有料老人ホーム一覧表,2025-07-01
124,124,グレースコート見沼,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,見沼区 大谷277番地1,048-687-3051,35,全室個室9.72m2,H28.7.1,H28.7.1,東武アーバンパークライン七里駅 徒歩25分JR大宮駅 国際航業バス大谷県営住宅行 大谷停留所 徒歩3分,株式会社ウェルネス,3300854,さいたま市大宮区桜木町4-692-1 伊田グループビルIII301,H28.6.28,,,True,見沼区,大谷277番地1,35.0,さいたま市 有料老人ホーム一覧表,2025-07-01
125,125,リアンレーヴさいたま新都心,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176515649,中央区 円阿弥3丁目2番30号,048-799-3502,46,全室個室18m2,H28.12.1,H28.12.1,JR北与野駅 バス 「円阿弥」bバス停下車 徒歩1分,株式会社木下の介護,1631308,東京都新宿区西新宿6-5-1新宿アイランドタワー29階,H28.4.14,,,True,中央区,円阿弥3丁目2番30号,46.0,さいたま市 有料老人ホーム一覧表,2025-07-01
126,126,コンフォータブル・プラス南中丸,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,見沼区 南中丸675,048-876-8077,76,全室個室7.25m2,H28.10.28,H28.10.28,JR大宮駅 東口より 導守循環・寿能回りバス・「南鳳台住宅」下車 徒歩1分,株式会社ウェルハウス,3330831,埼玉県川口市木曽呂497番地12,H28.10.28,,,True,見沼区,南中丸675,76.0,さいたま市 有料老人ホーム一覧表,2025-07-01
127,127,マザーグランジュ・ウエスト中釘,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,大字中釘字久保2143西区番地6,048-623-5854,43,全室個室8.82,H28.11.1,H28.11.1,JR大宮駅 西口より 円山公園行き 「運輸支局前」下車徒歩2分,株式会社ウェルネス,3300854,さいたま市大宮区桜木町4-692-1 伊田グループビルIII301,H28.10.27,,,True,大字中釘字久保2143西区,番地6,43.0,さいたま市 有料老人ホーム一覧表,2025-07-01
128,128,サニーライフ与野本町,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176515615,中央区 円阿弥4丁目7番21号,048-859-3600,67,全室個室18.00m2~18.30m2,H29.4.1,H29.4.1,JR北与野駅 徒歩25分,株式会社川島コーポレーション,2921161,千葉県君津市東猪原248番地2,H28.7.1,,,True,中央区,円阿弥4丁目7番21号,67.0,さいたま市 有料老人ホーム一覧表,2025-07-01
129,129,あずみ苑グランデ桜,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176515656,桜区 栄和6丁目14番3号,048-853-4165,50,全室個室14m2,H29.4.1,H29.4.1,JR埼京線 南与野駅 北口バス停より国際興業バス「埼玉大学」行き約10分、「大泉院通り」バス停下車、徒歩11分,株式会社アズ・ライフケア,1640012,東京都中野区本町1丁目12番8号,H28.7.8,,,True,桜区,栄和6丁目14番3号,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
130,130,ソナーレ浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176515821,浦和区 東高砂町26番17号,048-711-1204,68,全室個室13.23m2~34.97m2,H29.5.1,H29.5.1,JR浦和駅東口より 徒歩6分,ライフケアデザイン株式会社,1500002,東京都渋谷区渋谷3-11-2,H28.4.1,,,True,浦和区,東高砂町26番17号,68.0,さいたま市 有料老人ホーム一覧表,2025-07-01
131,131,医心館浦和美園,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 大字大門1711-1,048-878-0187,30,全室個室13.45m2~14.63m2,H29.7.1,H29.7.1,埼玉高速鉄道 浦和美園駅 から徒歩16分,株式会社アンビス,1040031,東京都中央区京橋一丁目6番1号,H29.7.3,,,True,緑区,大字大門1711-1,30.0,さいたま市 有料老人ホーム一覧表,2025-07-01
132,132,サニーライフさいたま桜,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176516191,桜区 栄和1丁目23番12号,048-856-3600,50,全室個室13.4m2~13.5m2,H29.11.1,H29.11.1,JR浦和駅西口から「浦12、浦12-2」桜区役所行バス、「町谷三丁目」バス停下車徒歩7分,株式会社川島コーポレーション,2921161,千葉県君津市東猪原248番地2,H29.3.1,,,True,桜区,栄和1丁目23番12号,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
133,133,リアンレーヴ浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176516548,浦和区 前地3-5-2,048-887-8008,49,全室個室13.54m2~18.78m2,H30.6.1,H30.6.1,JR浦和駅東口から 徒歩7分,株式会社木下の介護,1631308,東京都新宿区西新宿6-5-1新宿アイランドタワー29階,H29.7.28,,,True,浦和区,前地3-5-2,49.0,さいたま市 有料老人ホーム一覧表,2025-07-01
134,134,メディカルフローラ岩槻,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176516654,岩槻区 仲町1-11-5,048-758-2616,65,全室個室18.9m2~24.46m2,H30.7.1,H30.7.1,東武アーバンパークライン岩槻駅 から徒歩15分,株式会社関東メディカルケア,3390054,さいたま市岩槻区仲町1丁目9番7号,H29.6.12,,,True,岩槻区,仲町1-11-5,65.0,さいたま市 有料老人ホーム一覧表,2025-07-01
135,135,ケヤキ倶楽部東浦和,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 大間木2丁目3番地3,048-874-1850,22,全室個室12.75m2,H30.7.1,H30.7.1,JR東浦和駅から国際興業バス乗車8分「芝原3丁目」停留所下車、徒歩2分,株式会社シーヒューマン,5430001,大阪市天王寺区上本町6丁目2番26号 大和上六ビル504,R4.5.27,,,True,緑区,大間木2丁目3番地3,22.0,さいたま市 有料老人ホーム一覧表,2025-07-01
136,136,医心館北浦和,住宅型有料老人ホーム,利用権方式,要介護、要支援、末期の悪性腫瘍(がん)その他,在宅サービス利用可,,浦和区 元町2-20-8,048-711-8358,43,全室個室18.00m2,H31.4.1,H31.4.1,JR北浦和駅(JR京浜東北線)から徒歩9分(700m),株式会社アンビス,1040031,東京都中央区京橋一丁目6番1号,H30.11.8,,,True,浦和区,元町2-20-8,43.0,さいたま市 有料老人ホーム一覧表,2025-07-01
137,137,シニアハウスつむぎ家,住宅型有料老人ホーム,利用権方式,入居時要介護2以上,在宅サービス利用可,,見沼区 東宮下2-123-3,048-797-5523,17,全室個室10.45m2~12.71m2,R1.6.15,R1.6.15,東部野田線七里駅から東部バスで東宮下停留所で下車、徒歩0分,株式会社住環境デザイン,3370051,さいたま市見沼区東大宮6-158-21,R1.6.13,,,True,見沼区,東宮下2-123-3,17.0,さいたま市 有料老人ホーム一覧表,2025-07-01
138,138,やさしえ上小町,住宅型有料老人ホーム,利用権方式,入居時要支援・要介護,在宅サービス利用可,,大宮区 上小町1481-1,048-613-4556,30,全室個室18.00m2,R1.7.1,R1.7.1,JR大宮駅から大宮駅西口より西武バス「住宅前」下車7~8分(バス5分、徒歩2~3分)徒歩22~23分JR北与野駅から徒歩21~22分,株式会社やさしい手,1530044,東京都目黒区大橋二丁目24番3号,H31.2.1,,,True,大宮区,上小町1481-1,30.0,さいたま市 有料老人ホーム一覧表,2025-07-01
139,139,ナーシングホーム日和高木,住宅型有料老人ホーム,利用権方式,入居時要支援・要介護,在宅サービス利用可,,西区 高木266,048-782-7440,29,全室個室12.60m2~15.20m2,R1.5.1,R.5.1,JR川越線 指扇駅より1徒歩 15分2西武バス 高木団地停留所すぐ,株式会社アドバンスケアシステム,1410021,東京都品川区上大崎四丁目3番14号,H31.4.24,,,True,西区,高木266,29.0,さいたま市 有料老人ホーム一覧表,2025-07-01
140,140,みつばレジデンス与野アネックス,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,中央区 八王子1-7-15,048-851-6752,40,1~2人室18.56~27.07m2,R1.9.1,R1.9.1,1バス利用の場合さいたま新都心駅より国際興業バスで乗車15分、浅間神社停留所で下車徒歩1分2自動車利用の場合首都高速埼玉大宮線与野出口より5分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R1.8.30,,,True,中央区,八王子1-7-15,40.0,さいたま市 有料老人ホーム一覧表,2025-07-01
141,141,医心館武蔵浦和,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,南区 別所2-24-3,048-764-8830,51,全室個室16.00m2,R1.9.1,R1.9.1,JR埼京線/武蔵野線武蔵浦和駅から徒歩8分,株式会社アンビス,1040031,東京都中央区京橋一丁目6番1号,R1.8.15,,,True,南区,別所2-24-3,51.0,さいたま市 有料老人ホーム一覧表,2025-07-01
142,142,浦和成匠邸,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,南区 別所6-4-40,048-845-8171,66,1~2人室18.40~37.60m2,R1.9.1,R1.9.1,JR埼京線/武蔵野線武蔵浦和駅から徒歩3分,株式会社ベネッセスタイルケア,1600023,東京都新宿区西新宿2丁目3番1号新宿モノリスビル,H30.8.23,,,True,南区,別所6-4-40,66.0,さいたま市 有料老人ホーム一覧表,2025-07-01
143,143,グッドタイムナーシングホーム・東浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176517819,緑区 東浦和3-11-3,048-712-0301,54,全室個室20.51~21.00m2,R1.10.1,R1.10.1,JR武蔵野線東浦和駅から徒歩11分,株式会社創生事業団,8100005,福岡県福岡市中央区清川一丁目3番1号,R1.9.27(H21.11.6),,,True,緑区,東浦和3-11-3,54.0,さいたま市 有料老人ホーム一覧表,2025-07-01
144,144,みつばメゾン武蔵浦和,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,南区 鹿手袋4-4-1,048-711-6009,44,1~2人室6.71~20.35m2,R1.11.1,R1.11.1,JR埼京線/武蔵野線武蔵浦和駅から徒歩13分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R1.10.31,,,True,南区,鹿手袋4-4-1,44.0,さいたま市 有料老人ホーム一覧表,2025-07-01
145,145,茶の木,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,西区 西遊馬847-3,048-620-3936,20,全室個室11.03~10.84m2,R1.11.1,R1.11.1,JR川越線 指扇駅 徒歩約15分,医療法人博滇会,3310061,さいたま市西区西遊馬1260-1,R1.10.29,,,True,西区,西遊馬847-3,20.0,さいたま市 有料老人ホーム一覧表,2025-07-01
146,146,三橋ナーシングホーム,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,西区 三橋5-560-1,048-871-9550,17,全室個室13.31~14.89m2,R1.12.1,R1.12.1,JR大宮駅より1車約10分2西武バス10分、三橋総合公園南口停留所から徒歩5分,社会福祉法人相愛福祉会,3500064,埼玉県川越市末広町1-2-1,R1.10.17,,,True,西区,三橋5-560-1,17.0,さいたま市 有料老人ホーム一覧表,2025-07-01
147,147,プライエボーリ湯澤,住宅型有料老人ホーム,利用権方式,入居時自立・要介護・要支援,在宅サービス利用可,,西区 西遊馬367-5,048-620-2235,26,1~2人室26.84m2~38.70m2,H18.4.18,H18.4.18,JR川越線「指扇」駅下車西武バス大宮駅行き「西遊馬消防出張所」バス停下車1分,有限会社マミヤ物産,3310061,さいたま市西区大字西遊馬1260番地,R2.5.29,,,True,西区,西遊馬367-5,26.0,さいたま市 有料老人ホーム一覧表,2025-07-01
148,148,コンフォータブル・プラス蓮沼,住宅型有料老人ホーム,利用権方式,入居時自立・要介護・要支援,在宅サービス利用可,,見沼区 大字蓮沼141-5,048-876-8807,93,完全個室7.25m2,R2.5.1,R2.5.1,東武野田線「大和田駅」駅下車徒歩1.4km(17分),株式会社ウェルハウス,3330831,川口市木曽呂497番地12,R2.5.22,,,True,見沼区,大字蓮沼141-5,93.0,さいたま市 有料老人ホーム一覧表,2025-07-01
149,149,つばさ大宮,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,大宮区 天沼町1-343-22,048-640-2888,32,全室個室8.32~8.98m2,R6.4.1,R6.4.1,JR大宮駅東口から東武バス乗車12分、「観音前」停留所下車、徒歩4分,株式会社ハートネクサス,3490217,さいたま市大宮区天沼町1丁目343-22,R6.3.27,,,True,大宮区,天沼町1-343-22,32.0,さいたま市 有料老人ホーム一覧表,2025-07-01
150,150,みつばメゾン与野本館,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,中央区 八王子1-2-7,048-859-2567,46,13.2~24.7m2,H31.2.1,H31.2.1,JR北与野駅又はさいたま新都心駅下車、国際興業バス北浦和駅西口行き浅間神社バス停下車1分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,H31.1.30,,,True,中央区,八王子1-2-7,46.0,さいたま市 有料老人ホーム一覧表,2025-07-01
151,151,おおみや翔医館,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,西区 内野本郷1133-1,048-780-2021,24,全室個室12.22~23.60m2,R3.3.1,R3.3.1,JR大宮駅西口から東武バス、「宮前団地」停留所下車、徒歩8分JR西大宮駅 徒歩15分,一般社団法人日本高齢者福祉協会,3650054,埼玉県鴻巣市大間4-29-7,R3.2.26,,,True,西区,内野本郷1133-1,24.0,さいたま市 有料老人ホーム一覧表,2025-07-01
152,152,スタイルケア浦和元町,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,浦和区元町2-23-15,048-767-8411,62,全室個室12.23~12.73m2,R3.4.1,R3.4.1,JR北浦和駅東口 徒歩9分,シン建工業株式会社,3360031,埼玉県さいたま市南区関1-13-13,R2.11.25,,,True,浦和区,元町2-23-15,62.0,さいたま市 有料老人ホーム一覧表,2025-07-01
153,153,ケヤキ俱楽部浦和美園,住宅型有料老人ホーム,建物賃貸借方式,入居時自立・要支援・要介護,在宅サービス利用可,,岩槻区 美園東1-2-10,048-782-4466,39,全室個室18.60~21.70m2,R4.1.1,R4.1.1,埼玉高速鉄道埼玉スタジアム線 浦和美園駅 徒歩8分,株式会社シーヒューマン,5430001,大阪府大阪市天王寺区上本町6-2-26,R3.12.24(R3.5.21),,,True,岩槻区,美園東1-2-10,39.0,さいたま市 有料老人ホーム一覧表,2025-07-01
154,154,リアンレーヴ北浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176519146,浦和区 瀬ケ崎4丁目12番1号,048-885-6630,60,全室個室18.00~18.60m2,R3.7.1,R3.7.1,JR北浦和駅から徒歩15分またはバス「木崎中学校」下車徒歩3分,株式会社木下の介護,1631308,東京都新宿区西新宿6-5-1新宿アイランドタワー29階,R2.9.11,,,True,浦和区,瀬ケ崎4丁目12番1号,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
155,155,はなあかり,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 松木3-23-5,048-767-6556,25,全室個室,R3.8.1,R3.8.1,東浦和01馬場折返場行バスで11分、松ノ木東公園停留所で下車、徒歩6分東浦和駅から車で12分,株式会社玉屋利兵衛,9900301,山形県東村山郡山辺町大字山辺1258番地12,R3.7.6,,,True,緑区,松木3-23-5,25.0,さいたま市 有料老人ホーム一覧表,2025-07-01
156,156,医心館東大宮,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,見沼区 東大宮5-27-3,048-731-8277,50,全室個室10.59~12.66m2,R3.11.1,R3.11.1,JR東大宮駅 徒歩4分,株式会社アンビス,1040031,東京都中央区京橋一丁目6番1号,R3.5.18,,,True,見沼区,東大宮5-27-3,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
157,157,ロイヤルレジデンス浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176519534,浦和区 上木崎3-3-11,048-767-8317,50,全室個室16.64~17.75m2,R3.11.1,R3.11.1,JR与野駅東口 徒歩8分,株式会社社会福祉総合研究所,1600023,東京都新宿区西新宿7-9-18第三雨宮ビル7階,R2.12.15,,,True,浦和区,上木崎3-3-11,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
158,158,桜の宿,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,桜区 宿140-1,048-851-0515,5,全室個室12.15m2,R3.4.1,R3.4.1,JR北浦和駅から加茂川団地行きで西武バス乗車25分、宿停留所で下車、徒歩1分,e・ライフサポート株式会社,3310811,さいたま市北区吉野町2-281-5,R3.2.25,,,True,桜区,宿140-1,5.0,さいたま市 有料老人ホーム一覧表,2025-07-01
159,159,与野ひばり館,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,中央区 鈴谷8-11-9,048-789-6618,40,全室個室11.28~11.82m2,R4.2.1,R4.2.1,JR与野本館駅 徒歩7分,株式会社ケアプランニング,3310823,さいたま市北区日進町2-541-1,R3.9.30,,,True,中央区,鈴谷8-11-9,40.0,さいたま市 有料老人ホーム一覧表,2025-07-01
160,160,みつばメゾン浦和木崎,住宅型有料老人ホーム,利用権方式,入居時・要支援・要介護,在宅サービス利用可,,浦和区木崎3-7-16,048-711-3900,18,全室個室9.93~10.25m2,R4.4.1,R4.4.1,・JR与野駅 徒歩23分・JR与野駅より東武バス乗車20分、木崎停留所より徒歩3分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R3.12.15,,,True,浦和区,木崎3-7-16,18.0,さいたま市 有料老人ホーム一覧表,2025-07-01
161,161,みつばメゾン大宮南中野,住宅型有料老人ホーム,利用権方式,入居時・要支援・要介護,在宅サービス利用可,,見沼区南中野671,048-797-9266,22,全室個室9.42~9.67m2,R4.7.1,R4.7.1,JR大宮駅 バス11分、バス停「側ヶ谷戸停留所」下車、徒歩1分。,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R4.2.7,,,True,見沼区,南中野671,22.0,さいたま市 有料老人ホーム一覧表,2025-07-01
162,162,ライブラリ東大宮二番館,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176521415,見沼区東大宮4-53-1,048-871-9209,74,全室個室18.00m2,R4.8.1,R4.8.1,JR東大宮 徒歩8分,株式会社リビングプラットフォームケア,0640802,北海道札幌市中央区南二条西20-291,R3.11.26,,,True,見沼区,東大宮4-53-1,74.0,さいたま市 有料老人ホーム一覧表,2025-07-01
